实体1,实体2,关系
优化目标计算中用到二阶泰勒展开代替一阶，更加准确,优化,answer2feature
优化目标计算中用到二阶泰勒展开代替一阶，更加准确,目标,answer2feature
优化目标计算中用到二阶泰勒展开代替一阶，更加准确,泰勒展开,answer2feature
优化目标计算中用到二阶泰勒展开代替一阶，更加准确,一阶,answer2feature
近似算法（分桶）,分桶,answer2feature
更加高效和快速,快速,answer2feature
数据事先排序并且以block形式存储，有利于并行计算,排序,answer2feature
数据事先排序并且以block形式存储，有利于并行计算,block,answer2feature
基于分布式通信框架rabit，可以运行在MPI和yarn上,分布式,answer2feature
实现做了面向体系结构的优化，针对cache和内存做了性能优化,优化,answer2feature
实现做了面向体系结构的优化，针对cache和内存做了性能优化,优化,answer2feature
模型优化上：,优化,answer2feature
基模型的优化：,优化,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),gbdt,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),回归,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),树,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),xgboost,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),L1,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),L2,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),逻辑,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),回归,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),分类,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),线性回归,answer2feature
gbdt用的是cart回归树作为基模型，xgboost还可以用线性模型，加上天生的正则项，就是带L1和L2逻辑回归(分类)和线性回归(回归),回归,answer2feature
损失函数上的优化：,损失,answer2feature
损失函数上的优化：,函数,answer2feature
损失函数上的优化：,优化,answer2feature
gbdt对loss是泰勒一阶展开，xgboost是泰勒二阶展开,gbdt,answer2feature
gbdt对loss是泰勒一阶展开，xgboost是泰勒二阶展开,一阶,answer2feature
gbdt对loss是泰勒一阶展开，xgboost是泰勒二阶展开,xgboost,answer2feature
gbdt没有在loss中带入结点个数和预测值的正则项,gbdt,answer2feature
特征选择上的优化：,特征选择,answer2feature
特征选择上的优化：,优化,answer2feature
实现了一种分裂节点寻找的近似算法，用于加速和减小内存消耗，而不是gbdt的暴力搜索,加速,answer2feature
实现了一种分裂节点寻找的近似算法，用于加速和减小内存消耗，而不是gbdt的暴力搜索,gbdt,answer2feature
实现了一种分裂节点寻找的近似算法，用于加速和减小内存消耗，而不是gbdt的暴力搜索,搜索,answer2feature
节点分裂算法解决了缺失值方向的问题，gbdt则是沿用了cart的方法进行加权,gbdt,answer2feature
节点分裂算法解决了缺失值方向的问题，gbdt则是沿用了cart的方法进行加权,加权,answer2feature
正则化的优化：,优化,answer2feature
特征采样,特征,answer2feature
工程优化上：,优化,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,xgboost,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,特征,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,block,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,排序,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,特征,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,增益,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,特征,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,特征,answer2feature
xgboost在对特征进行了分block预排序，使得在做特征分裂的时候，最终选增益最大的那个特征去做分裂，那么各个特征的增益计算就可以开多线程进行,增益,answer2feature
支持分布式计算可以运行在MPI，YARN上，得益于底层支持容错的分布式通信框架rabit,分布式,answer2feature
![](https://tva1.sinaimg.cn/large/006y8mN6gy1g94mnp3fd7j301700idfl.jpg)为泰勒一阶展开，![](https://tva1.sinaimg.cn/large/006y8mN6gy1g94mrtqxv0j30480173yc.jpg),一阶,answer2feature
MAE:![](https://tva1.sinaimg.cn/large/006y8mN6gy1g94mxhhvg8j303l011q2q.jpg),MAE,answer2feature
MAPE:![](https://tva1.sinaimg.cn/large/006y8mN6gy1g94mx7uyuej303f0170sj.jpg),MAPE,answer2feature
利用可导的函数逼近MAE或MAPE,函数,answer2feature
利用可导的函数逼近MAE或MAPE,逼近,answer2feature
利用可导的函数逼近MAE或MAPE,MAE,answer2feature
利用可导的函数逼近MAE或MAPE,MAPE,answer2feature
mse,mse,answer2feature
法尝试所有特征和所有分裂位置，从而求得最优分裂点。当样本太大且特征为连续值时，这种暴力做法的计算量太大,特征,answer2feature
法尝试所有特征和所有分裂位置，从而求得最优分裂点。当样本太大且特征为连续值时，这种暴力做法的计算量太大,特征,answer2feature
近似算法寻找最优分裂点时不会枚举所有的特征值，而是对特征值进行聚合统计，然后形成若干个桶。然后仅仅将桶边界上的特征的值作为分裂点的候选，从而获取计算性能的提升,特征值,answer2feature
近似算法寻找最优分裂点时不会枚举所有的特征值，而是对特征值进行聚合统计，然后形成若干个桶。然后仅仅将桶边界上的特征的值作为分裂点的候选，从而获取计算性能的提升,特征值,answer2feature
近似算法寻找最优分裂点时不会枚举所有的特征值，而是对特征值进行聚合统计，然后形成若干个桶。然后仅仅将桶边界上的特征的值作为分裂点的候选，从而获取计算性能的提升,统计,answer2feature
近似算法寻找最优分裂点时不会枚举所有的特征值，而是对特征值进行聚合统计，然后形成若干个桶。然后仅仅将桶边界上的特征的值作为分裂点的候选，从而获取计算性能的提升,特征,answer2feature
离散值直接分桶,离散,answer2feature
离散值直接分桶,分桶,answer2feature
连续值分位数分桶,分桶,answer2feature
训练时：缺失值数据会被分到左子树和右子树分别计算损失，选择较优的那一个,训练,answer2feature
训练时：缺失值数据会被分到左子树和右子树分别计算损失，选择较优的那一个,损失,answer2feature
预测时：如果训练中没有数据缺失，预测时出现了数据缺失，那么默认被分类到右子树,预测,answer2feature
预测时：如果训练中没有数据缺失，预测时出现了数据缺失，那么默认被分类到右子树,训练,answer2feature
预测时：如果训练中没有数据缺失，预测时出现了数据缺失，那么默认被分类到右子树,预测,answer2feature
预测时：如果训练中没有数据缺失，预测时出现了数据缺失，那么默认被分类到右子树,分类,answer2feature
特征预排序,特征,answer2feature
特征预排序,排序,answer2feature
按特征进行存储，每一个block代表一个特征的值，样本在该block中按照它在该特征的值排好序。这些block只需要在程序开始的时候计算一次，后续排序只需要线性扫描这些block即可,特征,answer2feature
按特征进行存储，每一个block代表一个特征的值，样本在该block中按照它在该特征的值排好序。这些block只需要在程序开始的时候计算一次，后续排序只需要线性扫描这些block即可,block,answer2feature
按特征进行存储，每一个block代表一个特征的值，样本在该block中按照它在该特征的值排好序。这些block只需要在程序开始的时候计算一次，后续排序只需要线性扫描这些block即可,特征,answer2feature
按特征进行存储，每一个block代表一个特征的值，样本在该block中按照它在该特征的值排好序。这些block只需要在程序开始的时候计算一次，后续排序只需要线性扫描这些block即可,block,answer2feature
按特征进行存储，每一个block代表一个特征的值，样本在该block中按照它在该特征的值排好序。这些block只需要在程序开始的时候计算一次，后续排序只需要线性扫描这些block即可,特征,answer2feature
按特征进行存储，每一个block代表一个特征的值，样本在该block中按照它在该特征的值排好序。这些block只需要在程序开始的时候计算一次，后续排序只需要线性扫描这些block即可,block,answer2feature
按特征进行存储，每一个block代表一个特征的值，样本在该block中按照它在该特征的值排好序。这些block只需要在程序开始的时候计算一次，后续排序只需要线性扫描这些block即可,排序,answer2feature
按特征进行存储，每一个block代表一个特征的值，样本在该block中按照它在该特征的值排好序。这些block只需要在程序开始的时候计算一次，后续排序只需要线性扫描这些block即可,block,answer2feature
block可以仅存放样本的索引，而不是样本本身，这样节省了大量的存储空间,block,answer2feature
’weight‘：代表着某个特征被选作分裂结点的次数；,特征,answer2feature
’gain‘：使用该特征作为分类结点的信息增益；,特征,answer2feature
’gain‘：使用该特征作为分类结点的信息增益；,分类,answer2feature
’gain‘：使用该特征作为分类结点的信息增益；,增益,answer2feature
’cover‘：某特征作为划分结点，覆盖样本总数的平均值；,特征,answer2feature
’cover‘：某特征作为划分结点，覆盖样本总数的平均值；,平均值,answer2feature
在目标函数中增加了正则项：叶子结点树+叶子结点权重的L2模的平方,目标,answer2feature
在目标函数中增加了正则项：叶子结点树+叶子结点权重的L2模的平方,函数,answer2feature
在目标函数中增加了正则项：叶子结点树+叶子结点权重的L2模的平方,树,answer2feature
在目标函数中增加了正则项：叶子结点树+叶子结点权重的L2模的平方,L2,answer2feature
在结点分裂时，定义了一个阈值，如果分裂后目标函数的增益小于该阈值，则不分裂,阈值,answer2feature
在结点分裂时，定义了一个阈值，如果分裂后目标函数的增益小于该阈值，则不分裂,目标,answer2feature
在结点分裂时，定义了一个阈值，如果分裂后目标函数的增益小于该阈值，则不分裂,函数,answer2feature
在结点分裂时，定义了一个阈值，如果分裂后目标函数的增益小于该阈值，则不分裂,增益,answer2feature
在结点分裂时，定义了一个阈值，如果分裂后目标函数的增益小于该阈值，则不分裂,阈值,answer2feature
当引入一次分裂后，重新计算新生成的左、右两个叶子结点的样本权重和。如果任一个叶子结点的样本权重低于某一个阈值（最小样本权重和），也会放弃此次分裂,阈值,answer2feature
XGBoost先从顶到底建立树直到最大深度，再从底到顶反向检查是否有不满足分裂条件的结点，进行剪枝,XGBoost,answer2feature
XGBoost先从顶到底建立树直到最大深度，再从底到顶反向检查是否有不满足分裂条件的结点，进行剪枝,树,answer2feature
XGBoost先从顶到底建立树直到最大深度，再从底到顶反向检查是否有不满足分裂条件的结点，进行剪枝,深度,answer2feature
XGBoost先从顶到底建立树直到最大深度，再从底到顶反向检查是否有不满足分裂条件的结点，进行剪枝,剪枝,answer2feature
降低树的深度,树,answer2feature
降低树的深度,深度,answer2feature
减小learningrate，提高estimator,learningrate,answer2feature
减小learningrate，提高estimator,estimator,answer2feature
先确定learningrate和estimator,learningrate,answer2feature
先确定learningrate和estimator,estimator,answer2feature
再确定全局信息：比如最小分裂增益，子采样参数，正则参数,增益,answer2feature
再确定全局信息：比如最小分裂增益，子采样参数，正则参数,参数,answer2feature
再确定全局信息：比如最小分裂增益，子采样参数，正则参数,参数,answer2feature
重新降低learningrate，得到最优解,learningrate,answer2feature
对比RNN的是，RNN是基于马尔可夫决策过程，决策链路太短，且单向,RNN,answer2feature
对比RNN的是，RNN是基于马尔可夫决策过程，决策链路太短，且单向,RNN,answer2feature
对比RNN的是，RNN是基于马尔可夫决策过程，决策链路太短，且单向,决策,answer2feature
对比RNN的是，RNN是基于马尔可夫决策过程，决策链路太短，且单向,决策,answer2feature
对比CNN的是，CNN基于的是窗口式捕捉，没有受限于窗口大小，局部信息获取，且无序,CNN,answer2feature
对比CNN的是，CNN基于的是窗口式捕捉，没有受限于窗口大小，局部信息获取，且无序,CNN,answer2feature
首先，我们可以理解为Attention把input重新进行了一轮编码，获得一个新的序列,Attention,answer2feature
除以![](https://tva1.sinaimg.cn/large/006y8mN6ly1g98734eqn7j300y00na9t.jpg)的目的是为了平衡qk的值，避免softmax之后过小,平衡,answer2feature
除以![](https://tva1.sinaimg.cn/large/006y8mN6ly1g98734eqn7j300y00na9t.jpg)的目的是为了平衡qk的值，避免softmax之后过小,softmax,answer2feature
qk除了点击还可以直接拼接再内接一个参数变量等等,参数,answer2feature
MultiAttention只是重复了h次的Attention，最后把结果进行拼接,Attention,answer2feature
可以直接随机初始化,初始化,answer2feature
也可以参考Google的sin/cos位置初始化方法,初始化,answer2feature
Q：指的是query，相当于decoder的内容,decoder,answer2feature
K：指的是key，相当于encoder的内容,encoder,answer2feature
V：指的是value，相当于encoder的内容,encoder,answer2feature
q和k对齐了解码端和编码端的信息相似度，相似度的值进行归一化后会生成对齐概率值（注意力值）。V对应的是encoder的内容，刚说了attention是对encoder对重编码，qk完成权重重新计算，v复制重编码,解码,answer2feature
q和k对齐了解码端和编码端的信息相似度，相似度的值进行归一化后会生成对齐概率值（注意力值）。V对应的是encoder的内容，刚说了attention是对encoder对重编码，qk完成权重重新计算，v复制重编码,注意力,answer2feature
q和k对齐了解码端和编码端的信息相似度，相似度的值进行归一化后会生成对齐概率值（注意力值）。V对应的是encoder的内容，刚说了attention是对encoder对重编码，qk完成权重重新计算，v复制重编码,encoder,answer2feature
q和k对齐了解码端和编码端的信息相似度，相似度的值进行归一化后会生成对齐概率值（注意力值）。V对应的是encoder的内容，刚说了attention是对encoder对重编码，qk完成权重重新计算，v复制重编码,attention,answer2feature
q和k对齐了解码端和编码端的信息相似度，相似度的值进行归一化后会生成对齐概率值（注意力值）。V对应的是encoder的内容，刚说了attention是对encoder对重编码，qk完成权重重新计算，v复制重编码,encoder,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,seq2seq,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,Encoder,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,向量,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,Decoder,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,预测,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,Decoder,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,token,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,损失,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,Encoder,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,向量,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,Decoder,answer2feature
seq2seq最大的问题在于将Encoder端的所有信息压缩到一个固定长度的向量中，并将其作为Decoder端首个隐藏状态的输入，来预测Decoder端第一个单词(token)的隐藏状态。在输入序列比较长的时候，这样做显然会损失Encoder端的很多信息，而且这样一股脑的把该固定向量送入Decoder端，Decoder端不能够关注到其想要关注的信息,Decoder,answer2feature
selfattention让源序列和目标序列首先“自关联”起来，这样的话，源序列和目标序列自身的embedding表示所蕴含的信息更加丰富，而且后续的FFN层也增强了模型的表达能力，并且Transformer并行计算的能力是远远超过seq2seq系列的模型,目标,answer2feature
selfattention让源序列和目标序列首先“自关联”起来，这样的话，源序列和目标序列自身的embedding表示所蕴含的信息更加丰富，而且后续的FFN层也增强了模型的表达能力，并且Transformer并行计算的能力是远远超过seq2seq系列的模型,目标,answer2feature
selfattention让源序列和目标序列首先“自关联”起来，这样的话，源序列和目标序列自身的embedding表示所蕴含的信息更加丰富，而且后续的FFN层也增强了模型的表达能力，并且Transformer并行计算的能力是远远超过seq2seq系列的模型,embedding,answer2feature
selfattention让源序列和目标序列首先“自关联”起来，这样的话，源序列和目标序列自身的embedding表示所蕴含的信息更加丰富，而且后续的FFN层也增强了模型的表达能力，并且Transformer并行计算的能力是远远超过seq2seq系列的模型,FFN,answer2feature
selfattention让源序列和目标序列首先“自关联”起来，这样的话，源序列和目标序列自身的embedding表示所蕴含的信息更加丰富，而且后续的FFN层也增强了模型的表达能力，并且Transformer并行计算的能力是远远超过seq2seq系列的模型,Transformer,answer2feature
selfattention让源序列和目标序列首先“自关联”起来，这样的话，源序列和目标序列自身的embedding表示所蕴含的信息更加丰富，而且后续的FFN层也增强了模型的表达能力，并且Transformer并行计算的能力是远远超过seq2seq系列的模型,seq2seq,answer2feature
假设向量q和k的各个分量是互相独立的随机变量，均值是0，方差是1，那么点积qk的均值是0，方差是dk,向量,answer2feature
假设向量q和k的各个分量是互相独立的随机变量，均值是0，方差是1，那么点积qk的均值是0，方差是dk,均值,answer2feature
假设向量q和k的各个分量是互相独立的随机变量，均值是0，方差是1，那么点积qk的均值是0，方差是dk,点积,answer2feature
假设向量q和k的各个分量是互相独立的随机变量，均值是0，方差是1，那么点积qk的均值是0，方差是dk,均值,answer2feature
"针对Q和K中的每一维i都有qi和ki相互独立且均值0方差1，不妨记![](https://tva1.sinaimg.cn/large/006y8mN6gy1g9envjoy8oj301h00gdfl.jpg),![](https://tva1.sinaimg.cn/large/006y8mN6gy1g9envuw3p0j301g00ga9t.jpg)",均值,answer2feature
所以k维度上的qk方差会为dk，均值为0，用维度的根号来放缩，使得标准化,维度,answer2feature
所以k维度上的qk方差会为dk，均值为0，用维度的根号来放缩，使得标准化,均值,answer2feature
所以k维度上的qk方差会为dk，均值为0，用维度的根号来放缩，使得标准化,维度,answer2feature
所以k维度上的qk方差会为dk，均值为0，用维度的根号来放缩，使得标准化,标准化,answer2feature
按batch进行期望和标准差计算,batch,answer2feature
按batch进行期望和标准差计算,期望,answer2feature
对整体数据进行标准化,标准化,answer2feature
对标准化的数据进行线性变换,标准化,answer2feature
out=alhpa*(XXmu)/np.sqrt(var+eps)+beta,beta,answer2feature
和bn过程近似，只是作用的方向是在维度上，而不是batch上,bn,answer2feature
和bn过程近似，只是作用的方向是在维度上，而不是batch上,维度,answer2feature
和bn过程近似，只是作用的方向是在维度上，而不是batch上,batch,answer2feature
这样做的好处就是不会受到batch大小不一致的影响,batch,answer2feature
常见结构，CV里面用的比较多,CV,answer2feature
虽然是对![](https://tva1.sinaimg.cn/large/006tNbRwly1g9is8rtnxuj300l00k3y9.jpg)求偏导数，但是存在一项只和![](https://tva1.sinaimg.cn/large/006tNbRwly1g9is984bi0j300l00k3y9.jpg)相关的项，之间避免了何中间权重矩阵变换导致梯度消失的问题,求偏,answer2feature
虽然是对![](https://tva1.sinaimg.cn/large/006tNbRwly1g9is8rtnxuj300l00k3y9.jpg)求偏导数，但是存在一项只和![](https://tva1.sinaimg.cn/large/006tNbRwly1g9is984bi0j300l00k3y9.jpg)相关的项，之间避免了何中间权重矩阵变换导致梯度消失的问题,导数,answer2feature
虽然是对![](https://tva1.sinaimg.cn/large/006tNbRwly1g9is8rtnxuj300l00k3y9.jpg)求偏导数，但是存在一项只和![](https://tva1.sinaimg.cn/large/006tNbRwly1g9is984bi0j300l00k3y9.jpg)相关的项，之间避免了何中间权重矩阵变换导致梯度消失的问题,梯度,answer2feature
防止梯度消失,梯度,answer2feature
对输出的变化更敏感,输出,answer2feature
我在做xdeepfm的输出层的时候做到了，因为当时做CIN的时候，我设置了layers为5层，担心层数过深造成网络退化，在output的时候加了残差网络,xdeepfm,answer2feature
我在做xdeepfm的输出层的时候做到了，因为当时做CIN的时候，我设置了layers为5层，担心层数过深造成网络退化，在output的时候加了残差网络,输出,answer2feature
Bert和Transform中attention部分残差网络用的比较频繁,Bert,answer2feature
Bert和Transform中attention部分残差网络用的比较频繁,Transform,answer2feature
Bert和Transform中attention部分残差网络用的比较频繁,attention,answer2feature
mask+attention，mask的word结合全部其他encoderword的信息,mask,answer2feature
mask+attention，mask的word结合全部其他encoderword的信息,attention,answer2feature
mask+attention，mask的word结合全部其他encoderword的信息,mask,answer2feature
mask+attention，mask的word结合全部其他encoderword的信息,word,answer2feature
MLM：将完整句子中的部分字mask，预测该mask词,mask,answer2feature
MLM：将完整句子中的部分字mask，预测该mask词,预测,answer2feature
MLM：将完整句子中的部分字mask，预测该mask词,mask,answer2feature
NSP：为每个训练前的例子选择句子A和B时，50%的情况下B是真的在A后面的下一个句子，50%的情况下是来自语料库的随机句子，进行二分预测是否为真实下一句,训练,answer2feature
NSP：为每个训练前的例子选择句子A和B时，50%的情况下B是真的在A后面的下一个句子，50%的情况下是来自语料库的随机句子，进行二分预测是否为真实下一句,语料库,answer2feature
NSP：为每个训练前的例子选择句子A和B时，50%的情况下B是真的在A后面的下一个句子，50%的情况下是来自语料库的随机句子，进行二分预测是否为真实下一句,预测,answer2feature
mask只会出现在构造句子中，当真实场景下是不会出现mask的，全mask不match句型了,mask,answer2feature
mask只会出现在构造句子中，当真实场景下是不会出现mask的，全mask不match句型了,mask,answer2feature
mask只会出现在构造句子中，当真实场景下是不会出现mask的，全mask不match句型了,mask,answer2feature
随机替换也帮助训练修正了\[unused]和\[UNK],训练,answer2feature
input_id是语义表达，和传统的w2v一样，方法也一样的lookup,w2v,answer2feature
input_id是语义表达，和传统的w2v一样，方法也一样的lookup,lookup,answer2feature
"segment_id是辅助BERT区别句子对中的两个句子的向量表示，从\[1,embedding_size]里面lookup",BERT,answer2feature
"segment_id是辅助BERT区别句子对中的两个句子的向量表示，从\[1,embedding_size]里面lookup",向量,answer2feature
"segment_id是辅助BERT区别句子对中的两个句子的向量表示，从\[1,embedding_size]里面lookup",lookup,answer2feature
"position_id是为了获取文本天生的有序信息，否则就和传统词袋模型一样了，从\[511,embedding_size]里面lookup",有序,answer2feature
"position_id是为了获取文本天生的有序信息，否则就和传统词袋模型一样了，从\[511,embedding_size]里面lookup",词袋模型,answer2feature
"position_id是为了获取文本天生的有序信息，否则就和传统词袋模型一样了，从\[511,embedding_size]里面lookup",lookup,answer2feature
"MLM:在encoder的输出上添加一个分类层,用嵌入矩阵乘以输出向量，将其转换为词汇的维度,用softmax计算mask中每个单词的概率",encoder,answer2feature
"MLM:在encoder的输出上添加一个分类层,用嵌入矩阵乘以输出向量，将其转换为词汇的维度,用softmax计算mask中每个单词的概率",输出,answer2feature
"MLM:在encoder的输出上添加一个分类层,用嵌入矩阵乘以输出向量，将其转换为词汇的维度,用softmax计算mask中每个单词的概率",分类,answer2feature
"MLM:在encoder的输出上添加一个分类层,用嵌入矩阵乘以输出向量，将其转换为词汇的维度,用softmax计算mask中每个单词的概率",输出,answer2feature
"MLM:在encoder的输出上添加一个分类层,用嵌入矩阵乘以输出向量，将其转换为词汇的维度,用softmax计算mask中每个单词的概率",向量,answer2feature
"MLM:在encoder的输出上添加一个分类层,用嵌入矩阵乘以输出向量，将其转换为词汇的维度,用softmax计算mask中每个单词的概率",维度,answer2feature
"MLM:在encoder的输出上添加一个分类层,用嵌入矩阵乘以输出向量，将其转换为词汇的维度,用softmax计算mask中每个单词的概率",softmax,answer2feature
"MLM:在encoder的输出上添加一个分类层,用嵌入矩阵乘以输出向量，将其转换为词汇的维度,用softmax计算mask中每个单词的概率",mask,answer2feature
"NSP:用一个简单的分类层将\[CLS]标记的输出变换为2×1形状的向量,用softmax计算IsNextSequence的概率",分类,answer2feature
"NSP:用一个简单的分类层将\[CLS]标记的输出变换为2×1形状的向量,用softmax计算IsNextSequence的概率",输出,answer2feature
"NSP:用一个简单的分类层将\[CLS]标记的输出变换为2×1形状的向量,用softmax计算IsNextSequence的概率",向量,answer2feature
"NSP:用一个简单的分类层将\[CLS]标记的输出变换为2×1形状的向量,用softmax计算IsNextSequence的概率",softmax,answer2feature
MLM+NSP即为最后的损失,损失,answer2feature
"tf.multal(tf.nn.softmax(tf.multiply(tf.multal(q,k,transpose_b=True),1/math.sqrt(float(size_per_head)))),v)",softmax,answer2feature
headonly：保存前510个token（留两个位置给\[CLS]和\[SEP]）,token,answer2feature
tailonly：保存最后510个token,token,answer2feature
head+tail：选择前128个token和最后382个token（文本在800以内）或者前256个token+后254个token（文本大于800tokens）,token,answer2feature
head+tail：选择前128个token和最后382个token（文本在800以内）或者前256个token+后254个token（文本大于800tokens）,token,answer2feature
head+tail：选择前128个token和最后382个token（文本在800以内）或者前256个token+后254个token（文本大于800tokens）,token,answer2feature
head+tail：选择前128个token和最后382个token（文本在800以内）或者前256个token+后254个token（文本大于800tokens）,token,answer2feature
head+tail：选择前128个token和最后382个token（文本在800以内）或者前256个token+后254个token（文本大于800tokens）,tokens,answer2feature
"首先定义处理好输入的tokens的对应的id作为input_id,因为不是训练所以input_mask和segment_id都是采取默认的1即可",tokens,answer2feature
"首先定义处理好输入的tokens的对应的id作为input_id,因为不是训练所以input_mask和segment_id都是采取默认的1即可",训练,answer2feature
